,problem,correct_solution,intermediate_1,intermediate_2
715,"[2, 4, 7, 9] ⋅ [5, 7, 2, 3]",79,10,27
716,"[3, 6, 8, 6] ⋅ [9, 8, 2, 6]",127,27,36
717,"[8, 8, 6, 5] ⋅ [3, 7, 6, 6]",146,24,30
718,"[6, 3, 5, 9] ⋅ [7, 9, 6, 3]",126,42,27
719,"[6, 2, 9, 2] ⋅ [7, 8, 2, 6]",88,42,12
720,"[5, 7, 8, 6] ⋅ [7, 9, 5, 9]",192,35,54
721,"[3, 7, 5, 7] ⋅ [8, 6, 9, 3]",132,24,21
722,"[9, 7, 5, 6] ⋅ [7, 6, 6, 3]",153,63,18
723,"[8, 3, 3, 5] ⋅ [3, 8, 7, 9]",114,24,45
724,"[4, 6, 2, 3] ⋅ [4, 2, 9, 9]",73,16,27
725,"[3, 5, 5, 3] ⋅ [2, 2, 4, 2]",42,6,6
726,"[7, 3, 7, 7] ⋅ [6, 5, 9, 5]",155,42,35
727,"[4, 4, 6, 7] ⋅ [9, 2, 4, 8]",124,36,56
728,"[9, 8, 5, 6] ⋅ [5, 7, 7, 7]",178,45,42
729,"[9, 5, 5, 4] ⋅ [9, 4, 6, 5]",151,81,20
730,"[5, 9, 4, 4] ⋅ [5, 3, 3, 3]",76,25,12
731,"[7, 5, 3, 5] ⋅ [3, 2, 4, 6]",73,21,30
732,"[3, 8, 2, 9] ⋅ [4, 9, 2, 9]",169,12,81
733,"[5, 3, 9, 9] ⋅ [4, 7, 8, 8]",185,20,72
734,"[9, 9, 3, 6] ⋅ [9, 9, 5, 6]",213,81,36
735,"[2, 6, 2, 3] ⋅ [2, 5, 9, 8]",76,4,24
736,"[6, 6, 3, 7] ⋅ [2, 4, 7, 9]",120,12,63
737,"[4, 6, 7, 2] ⋅ [9, 9, 9, 4]",161,36,8
738,"[8, 4, 4, 2] ⋅ [2, 7, 8, 7]",90,16,14
739,"[9, 2, 2, 3] ⋅ [3, 5, 6, 9]",76,27,27
740,"[2, 4, 2, 8] ⋅ [7, 8, 7, 2]",76,14,16
741,"[2, 7, 7, 8] ⋅ [8, 7, 7, 4]",146,16,32
742,"[7, 3, 3, 3] ⋅ [2, 5, 3, 4]",50,14,12
743,"[7, 9, 5, 9] ⋅ [5, 5, 6, 9]",191,35,81
744,"[5, 4, 4, 5] ⋅ [2, 6, 9, 9]",115,10,45
745,"[7, 3, 5, 6] ⋅ [7, 8, 4, 7]",135,49,42
746,"[2, 5, 7, 3] ⋅ [8, 2, 8, 2]",88,16,6
747,"[8, 7, 8, 7] ⋅ [4, 2, 4, 3]",99,32,21
748,"[7, 2, 5, 3] ⋅ [5, 9, 6, 4]",95,35,12
749,"[8, 4, 3, 2] ⋅ [5, 3, 4, 6]",76,40,12
750,"[2, 2, 9, 6] ⋅ [8, 5, 7, 6]",125,16,36
751,"[2, 8, 9, 6] ⋅ [7, 6, 7, 7]",167,14,42
752,"[8, 9, 6, 2] ⋅ [5, 5, 8, 8]",149,40,16
753,"[9, 4, 9, 7] ⋅ [3, 7, 9, 7]",185,27,49
754,"[3, 7, 7, 9] ⋅ [9, 3, 6, 7]",153,27,63
755,"[4, 4, 9, 8] ⋅ [5, 9, 7, 3]",143,20,24
756,"[4, 8, 3, 9] ⋅ [5, 7, 5, 3]",118,20,27
757,"[6, 5, 9, 2] ⋅ [9, 8, 7, 7]",171,54,14
758,"[8, 6, 9, 6] ⋅ [4, 2, 4, 8]",128,32,48
759,"[5, 2, 8, 6] ⋅ [2, 5, 7, 6]",112,10,36
760,"[6, 3, 6, 8] ⋅ [6, 7, 3, 9]",147,36,72
761,"[4, 5, 9, 3] ⋅ [6, 4, 7, 5]",122,24,15
762,"[2, 6, 5, 4] ⋅ [8, 7, 6, 5]",108,16,20
763,"[8, 3, 6, 4] ⋅ [8, 7, 3, 4]",119,64,16
764,"[2, 3, 7, 9] ⋅ [4, 7, 7, 3]",105,8,27
765,"[3, 4, 5, 8] ⋅ [7, 8, 8, 6]",141,21,48
766,"[5, 6, 9, 5] ⋅ [4, 7, 9, 8]",183,20,40
767,"[3, 7, 7, 6] ⋅ [8, 7, 9, 7]",178,24,42
768,"[7, 5, 5, 3] ⋅ [4, 2, 4, 7]",79,28,21
769,"[8, 8, 8, 8] ⋅ [9, 5, 7, 8]",232,72,64
770,"[3, 4, 2, 6] ⋅ [9, 7, 6, 9]",121,27,54
771,"[4, 7, 9, 3] ⋅ [3, 4, 7, 2]",109,12,6
772,"[9, 5, 4, 7] ⋅ [2, 2, 3, 3]",61,18,21
773,"[6, 3, 2, 6] ⋅ [5, 4, 4, 6]",86,30,36
774,"[2, 3, 9, 3] ⋅ [5, 8, 2, 5]",67,10,15
775,"[7, 5, 5, 3] ⋅ [9, 3, 6, 6]",126,63,18
776,"[6, 9, 6, 3] ⋅ [8, 5, 6, 6]",147,48,18
777,"[3, 7, 9, 7] ⋅ [4, 8, 3, 6]",137,12,42
778,"[8, 9, 9, 9] ⋅ [9, 6, 9, 2]",225,72,18
779,"[7, 3, 8, 7] ⋅ [3, 9, 8, 8]",168,21,56
780,"[2, 7, 7, 2] ⋅ [4, 9, 2, 5]",95,8,10
781,"[5, 6, 7, 2] ⋅ [7, 5, 4, 6]",105,35,12
782,"[3, 2, 5, 3] ⋅ [6, 8, 7, 9]",96,18,27
783,"[7, 9, 4, 7] ⋅ [4, 2, 3, 2]",72,28,14
784,"[3, 2, 9, 9] ⋅ [7, 3, 2, 4]",81,21,36
785,"[5, 9, 6, 4] ⋅ [3, 6, 7, 5]",131,15,20
786,"[4, 2, 9, 5] ⋅ [7, 6, 9, 9]",166,28,45
787,"[7, 9, 6, 6] ⋅ [4, 6, 4, 5]",136,28,30
788,"[8, 7, 3, 5] ⋅ [3, 3, 6, 3]",78,24,15
789,"[2, 4, 4, 7] ⋅ [7, 3, 5, 6]",88,14,42
790,"[3, 3, 7, 4] ⋅ [7, 2, 8, 4]",99,21,16
791,"[8, 9, 7, 5] ⋅ [7, 6, 4, 7]",173,56,35
792,"[3, 4, 6, 4] ⋅ [9, 3, 7, 5]",101,27,20
793,"[9, 8, 5, 7] ⋅ [9, 2, 5, 7]",171,81,49
794,"[8, 8, 6, 3] ⋅ [7, 9, 3, 9]",173,56,27
795,"[2, 8, 6, 7] ⋅ [6, 9, 7, 9]",189,12,63
796,"[9, 4, 5, 6] ⋅ [7, 3, 5, 6]",136,63,36
797,"[6, 4, 5, 8] ⋅ [5, 2, 7, 4]",105,30,32
798,"[2, 9, 7, 5] ⋅ [9, 4, 9, 3]",132,18,15
799,"[6, 8, 6, 8] ⋅ [7, 8, 4, 6]",178,42,48
800,"[3, 3, 7, 7] ⋅ [7, 4, 6, 9]",138,21,63
801,"[7, 9, 2, 7] ⋅ [2, 8, 5, 7]",145,14,49
802,"[4, 6, 8, 8] ⋅ [6, 3, 7, 5]",138,24,40
803,"[7, 7, 5, 8] ⋅ [8, 9, 6, 8]",213,56,64
804,"[9, 8, 6, 5] ⋅ [5, 7, 2, 9]",158,45,45
805,"[4, 3, 4, 9] ⋅ [7, 7, 2, 4]",93,28,36
806,"[6, 7, 3, 5] ⋅ [6, 9, 4, 9]",156,36,45
807,"[8, 9, 4, 9] ⋅ [7, 3, 2, 5]",136,56,45
808,"[5, 3, 4, 9] ⋅ [7, 8, 7, 5]",132,35,45
809,"[9, 7, 7, 4] ⋅ [5, 5, 5, 5]",135,45,20
810,"[8, 6, 3, 3] ⋅ [6, 7, 8, 9]",141,48,27
811,"[6, 6, 7, 2] ⋅ [3, 5, 5, 7]",97,18,14
812,"[5, 9, 7, 2] ⋅ [6, 6, 4, 6]",124,30,12
813,"[9, 6, 5, 6] ⋅ [9, 6, 3, 2]",144,81,12
814,"[7, 2, 5, 8] ⋅ [7, 9, 5, 3]",116,49,24
815,"[6, 3, 2, 5] ⋅ [5, 4, 9, 7]",95,30,35
816,"[3, 5, 2, 8] ⋅ [7, 2, 2, 7]",91,21,56
817,"[7, 9, 8, 5] ⋅ [3, 7, 2, 6]",130,21,30
818,"[5, 4, 8, 7] ⋅ [7, 9, 7, 8]",183,35,56
819,"[3, 6, 8, 8] ⋅ [9, 3, 5, 4]",117,27,32
820,"[8, 6, 2, 9] ⋅ [8, 4, 6, 6]",154,64,54
821,"[4, 6, 4, 2] ⋅ [9, 5, 4, 5]",92,36,10
822,"[5, 2, 2, 4] ⋅ [5, 3, 6, 3]",55,25,12
823,"[5, 2, 6, 8] ⋅ [4, 2, 3, 5]",82,20,40
824,"[4, 5, 3, 3] ⋅ [3, 2, 4, 7]",55,12,21
825,"[8, 9, 5, 4] ⋅ [3, 8, 9, 6]",165,24,24
826,"[5, 2, 2, 8] ⋅ [5, 2, 2, 9]",105,25,72
827,"[9, 8, 4, 6] ⋅ [4, 2, 3, 3]",82,36,18
828,"[7, 6, 6, 4] ⋅ [6, 6, 9, 8]",164,42,32
829,"[5, 2, 3, 4] ⋅ [7, 7, 5, 8]",96,35,32
830,"[6, 3, 9, 7] ⋅ [2, 8, 8, 2]",122,12,14
831,"[7, 6, 9, 2] ⋅ [9, 4, 8, 5]",169,63,10
832,"[2, 6, 6, 5] ⋅ [8, 2, 6, 2]",74,16,10
833,"[2, 3, 2, 3] ⋅ [2, 7, 9, 9]",70,4,27
834,"[4, 9, 3, 9] ⋅ [3, 6, 7, 3]",114,12,27
835,"[2, 7, 8, 7] ⋅ [6, 6, 7, 9]",173,12,63
836,"[4, 5, 2, 7] ⋅ [4, 5, 5, 8]",107,16,56
837,"[9, 6, 3, 5] ⋅ [9, 2, 5, 7]",143,81,35
838,"[6, 9, 6, 9] ⋅ [6, 3, 3, 3]",108,36,27
839,"[9, 6, 5, 6] ⋅ [8, 2, 8, 9]",178,72,54
840,"[8, 6, 8, 3] ⋅ [5, 7, 5, 7]",143,40,21
841,"[7, 3, 7, 2] ⋅ [6, 8, 9, 7]",143,42,14
842,"[2, 8, 2, 9] ⋅ [9, 3, 3, 2]",66,18,18
843,"[8, 9, 2, 9] ⋅ [6, 8, 3, 9]",207,48,81
844,"[5, 2, 8, 8] ⋅ [5, 8, 4, 4]",105,25,32
845,"[7, 4, 2, 4] ⋅ [8, 2, 4, 8]",104,56,32
846,"[3, 4, 2, 8] ⋅ [5, 2, 9, 2]",57,15,16
847,"[6, 7, 7, 7] ⋅ [3, 7, 2, 3]",102,18,21
848,"[5, 7, 9, 7] ⋅ [4, 6, 3, 4]",117,20,28
849,"[8, 4, 5, 2] ⋅ [5, 4, 6, 9]",104,40,18
850,"[7, 5, 8, 7] ⋅ [5, 6, 2, 8]",137,35,56
851,"[8, 2, 6, 6] ⋅ [7, 7, 9, 2]",136,56,12
852,"[9, 2, 5, 9] ⋅ [5, 9, 9, 7]",171,45,63
853,"[3, 3, 7, 4] ⋅ [3, 2, 6, 6]",81,9,24
854,"[2, 9, 7, 8] ⋅ [9, 2, 7, 6]",133,18,48
855,"[9, 7, 9, 4] ⋅ [8, 6, 5, 6]",183,72,24
856,"[5, 2, 9, 9] ⋅ [9, 3, 4, 9]",168,45,81
857,"[9, 2, 9, 9] ⋅ [6, 8, 3, 7]",160,54,63
858,"[9, 8, 9, 4] ⋅ [7, 5, 7, 4]",182,63,16
859,"[9, 7, 6, 4] ⋅ [4, 5, 7, 5]",133,36,20
860,"[6, 3, 9, 7] ⋅ [9, 3, 2, 9]",144,54,63
861,"[6, 3, 3, 9] ⋅ [6, 9, 7, 8]",156,36,72
862,"[4, 3, 5, 4] ⋅ [4, 6, 5, 7]",87,16,28
863,"[9, 8, 3, 7] ⋅ [6, 2, 5, 8]",141,54,56
864,"[9, 5, 6, 4] ⋅ [8, 8, 2, 6]",148,72,24
865,"[6, 3, 7, 5] ⋅ [2, 9, 3, 9]",105,12,45
866,"[8, 5, 3, 3] ⋅ [3, 2, 5, 9]",76,24,27
867,"[4, 7, 5, 8] ⋅ [7, 2, 9, 2]",103,28,16
868,"[5, 3, 6, 4] ⋅ [9, 8, 4, 5]",113,45,20
869,"[5, 3, 6, 2] ⋅ [2, 9, 6, 5]",83,10,10
870,"[3, 7, 2, 4] ⋅ [9, 3, 6, 5]",80,27,20
871,"[4, 5, 4, 8] ⋅ [9, 2, 2, 5]",94,36,40
872,"[8, 3, 2, 5] ⋅ [8, 2, 8, 7]",121,64,35
873,"[2, 7, 9, 3] ⋅ [5, 6, 3, 9]",106,10,27
874,"[4, 2, 6, 8] ⋅ [3, 7, 9, 3]",104,12,24
875,"[5, 2, 7, 5] ⋅ [9, 4, 7, 4]",122,45,20
876,"[4, 8, 6, 9] ⋅ [4, 6, 8, 7]",175,16,63
877,"[4, 7, 9, 6] ⋅ [9, 8, 8, 2]",176,36,12
878,"[8, 6, 3, 5] ⋅ [7, 6, 3, 3]",116,56,15
879,"[2, 2, 3, 6] ⋅ [7, 9, 5, 3]",65,14,18
880,"[4, 2, 8, 7] ⋅ [7, 2, 8, 7]",145,28,49
881,"[7, 7, 9, 8] ⋅ [8, 9, 8, 9]",263,56,72
882,"[6, 6, 6, 2] ⋅ [2, 5, 6, 2]",82,12,4
883,"[6, 8, 4, 8] ⋅ [4, 9, 4, 5]",152,24,40
884,"[7, 6, 6, 5] ⋅ [2, 3, 2, 9]",89,14,45
885,"[2, 4, 7, 5] ⋅ [8, 5, 9, 3]",114,16,15
886,"[4, 5, 4, 9] ⋅ [5, 8, 7, 7]",151,20,63
887,"[8, 9, 5, 3] ⋅ [3, 3, 5, 8]",100,24,24
888,"[7, 6, 8, 3] ⋅ [8, 4, 8, 6]",162,56,18
889,"[5, 8, 2, 4] ⋅ [5, 4, 7, 7]",99,25,28
890,"[7, 3, 9, 5] ⋅ [6, 7, 3, 2]",100,42,10
891,"[8, 5, 6, 6] ⋅ [5, 6, 8, 5]",148,40,30
892,"[2, 7, 6, 4] ⋅ [7, 9, 7, 2]",127,14,8
893,"[3, 3, 8, 2] ⋅ [8, 2, 5, 3]",76,24,6
894,"[3, 4, 3, 8] ⋅ [9, 3, 6, 5]",97,27,40
895,"[9, 4, 4, 3] ⋅ [7, 7, 7, 5]",134,63,15
896,"[2, 2, 2, 7] ⋅ [3, 8, 5, 9]",95,6,63
897,"[3, 3, 9, 8] ⋅ [7, 8, 7, 9]",180,21,72
898,"[3, 8, 8, 2] ⋅ [9, 5, 7, 3]",129,27,6
899,"[8, 3, 9, 9] ⋅ [9, 5, 9, 7]",231,72,63
900,"[8, 4, 6, 3] ⋅ [2, 2, 9, 8]",102,16,24
901,"[5, 2, 3, 3] ⋅ [5, 3, 5, 6]",64,25,18
902,"[2, 2, 3, 2] ⋅ [4, 3, 4, 7]",40,8,14
903,"[4, 3, 2, 7] ⋅ [3, 6, 7, 9]",107,12,63
904,"[6, 7, 7, 3] ⋅ [5, 3, 2, 3]",74,30,9
905,"[5, 3, 4, 2] ⋅ [7, 7, 4, 9]",90,35,18
906,"[9, 6, 8, 7] ⋅ [7, 3, 6, 6]",171,63,42
907,"[8, 5, 6, 8] ⋅ [7, 7, 9, 4]",177,56,32
908,"[3, 6, 7, 6] ⋅ [6, 3, 8, 7]",134,18,42
909,"[4, 5, 5, 7] ⋅ [3, 7, 8, 3]",108,12,21
910,"[2, 5, 9, 3] ⋅ [2, 6, 3, 5]",76,4,15
911,"[8, 6, 2, 8] ⋅ [8, 6, 7, 7]",170,64,56
912,"[4, 8, 7, 6] ⋅ [6, 7, 7, 6]",165,24,36
913,"[8, 7, 7, 9] ⋅ [8, 5, 9, 9]",243,64,81
914,"[6, 9, 8, 9] ⋅ [4, 7, 2, 5]",148,24,45
915,"[9, 3, 2, 6] ⋅ [6, 8, 4, 7]",128,54,42
916,"[4, 2, 6, 4] ⋅ [4, 7, 8, 9]",114,16,36
917,"[7, 4, 3, 8] ⋅ [3, 2, 6, 5]",87,21,40
918,"[8, 4, 4, 2] ⋅ [6, 9, 3, 8]",112,48,16
919,"[7, 5, 7, 4] ⋅ [7, 3, 3, 2]",93,49,8
920,"[8, 5, 6, 6] ⋅ [9, 2, 6, 3]",136,72,18
921,"[8, 3, 6, 9] ⋅ [6, 8, 9, 8]",198,48,72
922,"[3, 5, 2, 2] ⋅ [9, 6, 5, 5]",77,27,10
923,"[8, 7, 8, 5] ⋅ [4, 5, 7, 6]",153,32,30
924,"[3, 9, 8, 6] ⋅ [7, 2, 7, 7]",137,21,42
925,"[7, 4, 7, 6] ⋅ [8, 9, 8, 9]",202,56,54
926,"[9, 3, 3, 6] ⋅ [3, 9, 7, 7]",117,27,42
927,"[4, 3, 8, 6] ⋅ [6, 9, 2, 6]",103,24,36
928,"[4, 3, 7, 9] ⋅ [9, 6, 6, 3]",123,36,27
929,"[8, 5, 5, 6] ⋅ [8, 7, 5, 5]",154,64,30
930,"[4, 2, 5, 4] ⋅ [9, 4, 3, 2]",67,36,8
931,"[5, 7, 6, 3] ⋅ [2, 8, 7, 3]",117,10,9
932,"[2, 6, 8, 6] ⋅ [5, 6, 7, 2]",114,10,12
933,"[2, 7, 2, 2] ⋅ [2, 9, 8, 5]",93,4,10
934,"[7, 9, 9, 4] ⋅ [9, 8, 8, 5]",227,63,20
935,"[7, 5, 6, 7] ⋅ [6, 3, 2, 9]",132,42,63
936,"[8, 8, 3, 4] ⋅ [8, 3, 4, 3]",112,64,12
937,"[6, 8, 4, 8] ⋅ [2, 7, 6, 8]",156,12,64
938,"[8, 3, 6, 9] ⋅ [7, 9, 2, 5]",140,56,45
939,"[3, 9, 9, 8] ⋅ [2, 3, 3, 5]",100,6,40
940,"[2, 2, 3, 3] ⋅ [9, 5, 9, 4]",67,18,12
941,"[2, 9, 2, 8] ⋅ [2, 6, 8, 2]",90,4,16
942,"[4, 3, 4, 7] ⋅ [4, 9, 5, 4]",91,16,28
943,"[8, 8, 9, 6] ⋅ [6, 4, 9, 6]",197,48,36
944,"[3, 8, 3, 9] ⋅ [5, 3, 2, 5]",90,15,45
945,"[2, 4, 5, 2] ⋅ [5, 9, 4, 5]",76,10,10
946,"[9, 7, 2, 5] ⋅ [2, 5, 5, 9]",108,18,45
947,"[4, 3, 5, 5] ⋅ [4, 3, 9, 6]",100,16,30
948,"[7, 8, 9, 4] ⋅ [4, 2, 7, 7]",135,28,28
949,"[2, 5, 8, 9] ⋅ [6, 4, 9, 2]",122,12,18
950,"[2, 3, 7, 9] ⋅ [5, 5, 8, 9]",162,10,81
951,"[3, 8, 9, 4] ⋅ [2, 9, 7, 8]",173,6,32
952,"[5, 4, 7, 2] ⋅ [9, 7, 4, 6]",113,45,12
953,"[4, 6, 3, 4] ⋅ [2, 9, 6, 2]",88,8,8
954,"[6, 7, 3, 6] ⋅ [8, 8, 5, 4]",143,48,24
955,"[4, 2, 6, 2] ⋅ [6, 7, 4, 8]",78,24,16
956,"[8, 2, 5, 4] ⋅ [4, 2, 2, 3]",58,32,12
957,"[5, 6, 6, 6] ⋅ [7, 6, 2, 2]",95,35,12
958,"[4, 8, 4, 6] ⋅ [8, 7, 2, 7]",138,32,42
959,"[5, 9, 9, 9] ⋅ [3, 7, 2, 9]",177,15,81
960,"[6, 5, 7, 6] ⋅ [8, 8, 5, 7]",165,48,42
961,"[8, 2, 6, 8] ⋅ [2, 2, 5, 6]",98,16,48
962,"[5, 3, 3, 9] ⋅ [2, 4, 9, 4]",85,10,36
963,"[6, 3, 2, 9] ⋅ [2, 4, 6, 9]",117,12,81
964,"[7, 2, 3, 4] ⋅ [3, 7, 3, 6]",68,21,24
965,"[7, 4, 9, 4] ⋅ [3, 9, 5, 9]",138,21,36
966,"[5, 5, 8, 4] ⋅ [3, 6, 9, 7]",145,15,28
967,"[6, 5, 3, 6] ⋅ [5, 2, 3, 6]",85,30,36
968,"[3, 5, 2, 4] ⋅ [2, 4, 8, 5]",62,6,20
969,"[2, 2, 9, 8] ⋅ [5, 8, 8, 8]",162,10,64
970,"[5, 7, 8, 6] ⋅ [2, 6, 4, 7]",126,10,42
971,"[5, 7, 8, 6] ⋅ [9, 9, 2, 6]",160,45,36
972,"[6, 3, 4, 8] ⋅ [5, 9, 4, 9]",145,30,72
973,"[8, 9, 5, 2] ⋅ [5, 3, 7, 8]",118,40,16
974,"[8, 4, 5, 5] ⋅ [5, 2, 9, 6]",123,40,30
975,"[7, 2, 2, 8] ⋅ [2, 3, 7, 8]",98,14,64
976,"[9, 7, 5, 2] ⋅ [9, 2, 3, 4]",118,81,8
977,"[5, 2, 6, 4] ⋅ [7, 7, 4, 5]",93,35,20
978,"[8, 5, 2, 7] ⋅ [7, 9, 7, 9]",178,56,63
979,"[6, 8, 2, 6] ⋅ [8, 3, 3, 7]",120,48,42
980,"[3, 5, 7, 9] ⋅ [8, 7, 6, 2]",119,24,18
981,"[6, 8, 5, 8] ⋅ [6, 9, 8, 5]",188,36,40
982,"[4, 7, 7, 8] ⋅ [3, 3, 6, 7]",131,12,56
983,"[7, 7, 2, 3] ⋅ [5, 9, 8, 9]",141,35,27
984,"[9, 7, 8, 5] ⋅ [6, 7, 6, 5]",176,54,25
985,"[9, 4, 9, 4] ⋅ [7, 3, 4, 8]",143,63,32
986,"[6, 5, 2, 3] ⋅ [4, 7, 7, 5]",88,24,15
987,"[9, 7, 5, 9] ⋅ [8, 8, 7, 8]",235,72,72
988,"[5, 6, 5, 3] ⋅ [4, 2, 3, 8]",71,20,24
989,"[6, 7, 6, 2] ⋅ [6, 5, 9, 6]",137,36,12
990,"[2, 4, 4, 6] ⋅ [7, 7, 3, 5]",84,14,30
991,"[8, 6, 8, 8] ⋅ [2, 5, 7, 2]",118,16,16
992,"[6, 9, 7, 4] ⋅ [7, 3, 6, 5]",131,42,20
993,"[8, 2, 8, 6] ⋅ [9, 5, 9, 3]",172,72,18
994,"[3, 8, 9, 2] ⋅ [4, 5, 6, 7]",120,12,14
995,"[4, 4, 6, 7] ⋅ [6, 9, 4, 6]",126,24,42
996,"[9, 8, 3, 6] ⋅ [3, 7, 8, 2]",119,27,12
997,"[7, 7, 4, 6] ⋅ [4, 6, 7, 5]",128,28,30
998,"[4, 7, 6, 5] ⋅ [5, 9, 4, 6]",137,20,30
999,"[5, 7, 5, 8] ⋅ [2, 3, 6, 9]",133,10,72
