,problem,correct_solution,intermediate_1,intermediate_2
620,"[4, 6, 6, 9, 2] ⋅ [3, 3, 4, 3, 5]",91,12,10
621,"[2, 4, 9, 9, 8] ⋅ [9, 3, 3, 7, 2]",136,18,16
622,"[4, 7, 7, 8, 5] ⋅ [4, 8, 6, 7, 7]",205,16,35
623,"[9, 8, 2, 9, 8] ⋅ [3, 6, 6, 4, 6]",171,27,48
624,"[6, 6, 8, 3, 7] ⋅ [7, 7, 5, 5, 8]",195,42,56
625,"[3, 9, 5, 9, 3] ⋅ [7, 8, 7, 9, 6]",227,21,18
626,"[3, 8, 2, 9, 7] ⋅ [5, 2, 8, 4, 6]",125,15,42
627,"[9, 3, 4, 8, 6] ⋅ [5, 6, 6, 9, 6]",195,45,36
628,"[9, 3, 3, 9, 3] ⋅ [2, 7, 7, 7, 5]",138,18,15
629,"[5, 5, 2, 9, 6] ⋅ [5, 5, 3, 5, 2]",113,25,12
630,"[2, 4, 3, 6, 8] ⋅ [5, 4, 6, 9, 4]",130,10,32
631,"[4, 7, 7, 5, 5] ⋅ [3, 5, 8, 2, 7]",148,12,35
632,"[4, 7, 5, 5, 8] ⋅ [5, 6, 2, 9, 4]",149,20,32
633,"[6, 5, 6, 2, 9] ⋅ [4, 2, 8, 9, 2]",118,24,18
634,"[5, 4, 4, 3, 2] ⋅ [6, 3, 7, 4, 9]",100,30,18
635,"[7, 7, 2, 7, 2] ⋅ [7, 8, 2, 8, 7]",179,49,14
636,"[6, 7, 9, 8, 8] ⋅ [3, 7, 8, 7, 2]",211,18,16
637,"[5, 8, 9, 9, 7] ⋅ [9, 9, 7, 4, 8]",272,45,56
638,"[4, 6, 2, 4, 3] ⋅ [7, 7, 2, 9, 7]",131,28,21
639,"[7, 7, 4, 3, 3] ⋅ [9, 7, 7, 3, 4]",161,63,12
640,"[3, 2, 2, 9, 5] ⋅ [2, 7, 4, 5, 7]",108,6,35
641,"[3, 4, 4, 8, 6] ⋅ [4, 3, 3, 5, 8]",124,12,48
642,"[6, 6, 6, 2, 5] ⋅ [8, 6, 8, 4, 8]",180,48,40
643,"[8, 8, 5, 3, 9] ⋅ [7, 3, 2, 3, 2]",117,56,18
644,"[2, 9, 6, 6, 9] ⋅ [7, 3, 4, 3, 2]",101,14,18
645,"[8, 8, 7, 6, 4] ⋅ [5, 7, 9, 7, 4]",217,40,16
646,"[3, 9, 8, 5, 3] ⋅ [4, 3, 8, 4, 9]",150,12,27
647,"[5, 3, 7, 4, 9] ⋅ [6, 3, 7, 5, 8]",180,30,72
648,"[8, 4, 8, 5, 7] ⋅ [7, 6, 9, 8, 9]",255,56,63
649,"[7, 8, 7, 9, 5] ⋅ [2, 6, 9, 3, 2]",162,14,10
650,"[6, 7, 7, 3, 2] ⋅ [3, 3, 4, 7, 9]",106,18,18
651,"[2, 3, 2, 8, 8] ⋅ [6, 5, 4, 2, 8]",115,12,64
652,"[8, 4, 4, 4, 4] ⋅ [2, 6, 6, 8, 7]",124,16,28
653,"[3, 2, 6, 7, 2] ⋅ [3, 4, 8, 5, 5]",110,9,10
654,"[5, 7, 2, 3, 9] ⋅ [5, 5, 4, 3, 7]",140,25,63
655,"[4, 2, 9, 9, 6] ⋅ [3, 5, 6, 9, 6]",193,12,36
656,"[8, 6, 5, 9, 5] ⋅ [4, 9, 5, 2, 4]",149,32,20
657,"[5, 9, 7, 8, 5] ⋅ [9, 9, 8, 3, 9]",251,45,45
658,"[7, 5, 5, 9, 8] ⋅ [5, 4, 7, 4, 9]",198,35,72
659,"[4, 4, 7, 8, 7] ⋅ [8, 9, 5, 2, 9]",182,32,63
660,"[2, 7, 5, 2, 8] ⋅ [7, 8, 7, 3, 3]",135,14,24
661,"[4, 2, 9, 7, 6] ⋅ [8, 2, 3, 5, 6]",134,32,36
662,"[8, 5, 4, 4, 5] ⋅ [9, 9, 9, 3, 2]",175,72,10
663,"[2, 8, 3, 3, 3] ⋅ [9, 3, 4, 3, 9]",90,18,27
664,"[3, 3, 6, 8, 3] ⋅ [5, 6, 5, 3, 3]",96,15,9
665,"[4, 4, 9, 2, 3] ⋅ [2, 9, 2, 3, 2]",74,8,6
666,"[6, 3, 5, 5, 5] ⋅ [8, 4, 9, 2, 9]",160,48,45
667,"[8, 4, 9, 4, 8] ⋅ [9, 5, 4, 4, 8]",208,72,64
668,"[7, 7, 9, 3, 6] ⋅ [2, 5, 2, 2, 6]",109,14,36
669,"[7, 7, 5, 8, 6] ⋅ [8, 9, 3, 3, 5]",188,56,30
670,"[2, 6, 6, 5, 6] ⋅ [7, 4, 4, 2, 7]",114,14,42
671,"[5, 7, 4, 8, 7] ⋅ [5, 2, 5, 3, 2]",97,25,14
672,"[9, 4, 5, 5, 6] ⋅ [5, 6, 9, 4, 5]",164,45,30
673,"[4, 5, 2, 9, 7] ⋅ [9, 6, 5, 5, 7]",170,36,49
674,"[6, 6, 4, 7, 6] ⋅ [9, 2, 5, 6, 8]",176,54,48
675,"[5, 3, 7, 7, 6] ⋅ [7, 5, 7, 6, 6]",177,35,36
676,"[4, 5, 9, 6, 7] ⋅ [5, 3, 4, 9, 7]",174,20,49
677,"[3, 6, 7, 7, 4] ⋅ [6, 7, 6, 5, 8]",169,18,32
678,"[7, 7, 5, 8, 3] ⋅ [6, 7, 3, 3, 8]",154,42,24
679,"[3, 5, 8, 9, 8] ⋅ [2, 7, 9, 4, 5]",189,6,40
680,"[9, 4, 9, 5, 6] ⋅ [6, 7, 2, 7, 9]",189,54,54
681,"[8, 9, 4, 2, 9] ⋅ [4, 5, 2, 2, 7]",152,32,63
682,"[2, 9, 8, 2, 7] ⋅ [7, 7, 7, 7, 4]",175,14,28
683,"[9, 2, 5, 4, 5] ⋅ [7, 4, 2, 3, 5]",118,63,25
684,"[6, 9, 7, 7, 7] ⋅ [6, 3, 5, 9, 2]",175,36,14
685,"[9, 3, 2, 9, 4] ⋅ [6, 6, 2, 6, 8]",162,54,32
686,"[8, 3, 3, 7, 6] ⋅ [7, 7, 5, 5, 7]",169,56,42
687,"[6, 4, 7, 8, 3] ⋅ [6, 5, 9, 4, 7]",172,36,21
688,"[8, 4, 7, 8, 7] ⋅ [8, 5, 8, 3, 3]",185,64,21
689,"[8, 3, 8, 7, 4] ⋅ [4, 3, 7, 8, 6]",177,32,24
690,"[9, 9, 8, 6, 9] ⋅ [5, 8, 7, 7, 7]",278,45,63
691,"[8, 4, 4, 5, 9] ⋅ [3, 5, 2, 8, 6]",146,24,54
692,"[6, 6, 4, 7, 8] ⋅ [9, 4, 4, 8, 9]",222,54,72
693,"[4, 6, 9, 8, 6] ⋅ [8, 7, 7, 5, 9]",231,32,54
694,"[2, 4, 2, 7, 9] ⋅ [6, 3, 4, 6, 7]",137,12,63
695,"[8, 2, 9, 2, 6] ⋅ [9, 5, 6, 2, 8]",188,72,48
696,"[9, 6, 6, 4, 5] ⋅ [2, 6, 7, 8, 7]",163,18,35
697,"[4, 3, 2, 9, 7] ⋅ [5, 2, 5, 3, 4]",91,20,28
698,"[5, 4, 8, 3, 9] ⋅ [7, 6, 4, 6, 5]",154,35,45
699,"[5, 2, 6, 3, 6] ⋅ [4, 2, 4, 5, 2]",75,20,12
700,"[5, 2, 4, 4, 8] ⋅ [2, 5, 8, 2, 4]",92,10,32
701,"[3, 4, 9, 5, 3] ⋅ [9, 2, 5, 8, 8]",144,27,24
702,"[2, 2, 5, 3, 5] ⋅ [5, 2, 8, 2, 6]",90,10,30
703,"[5, 8, 9, 8, 5] ⋅ [2, 9, 5, 5, 7]",202,10,35
704,"[2, 9, 6, 2, 4] ⋅ [6, 5, 7, 5, 6]",133,12,24
705,"[7, 5, 7, 8, 6] ⋅ [2, 3, 2, 3, 6]",103,14,36
706,"[7, 2, 2, 6, 3] ⋅ [3, 5, 6, 4, 6]",85,21,18
707,"[7, 5, 2, 7, 5] ⋅ [8, 6, 8, 8, 5]",183,56,25
708,"[8, 5, 8, 2, 2] ⋅ [2, 4, 8, 7, 6]",126,16,12
709,"[4, 8, 6, 7, 5] ⋅ [5, 7, 8, 6, 3]",181,20,15
710,"[7, 6, 7, 5, 9] ⋅ [3, 4, 2, 7, 8]",166,21,72
711,"[9, 2, 9, 6, 3] ⋅ [7, 5, 7, 9, 7]",211,63,21
712,"[4, 5, 8, 4, 3] ⋅ [3, 2, 9, 5, 4]",126,12,12
713,"[7, 7, 4, 2, 4] ⋅ [2, 6, 2, 3, 9]",106,14,36
714,"[3, 7, 4, 5, 8] ⋅ [7, 6, 4, 4, 7]",155,21,56
715,"[7, 5, 6, 3, 3] ⋅ [5, 7, 9, 7, 9]",172,35,27
716,"[3, 5, 4, 2, 8] ⋅ [4, 2, 5, 9, 8]",124,12,64
717,"[6, 8, 2, 5, 8] ⋅ [4, 3, 3, 7, 8]",153,24,64
718,"[4, 5, 6, 3, 7] ⋅ [4, 3, 2, 6, 6]",103,16,42
719,"[9, 7, 3, 4, 4] ⋅ [9, 6, 3, 2, 4]",156,81,16
720,"[3, 5, 7, 4, 9] ⋅ [7, 4, 7, 5, 7]",173,21,63
721,"[8, 8, 4, 5, 6] ⋅ [8, 7, 9, 6, 7]",228,64,42
722,"[9, 6, 7, 7, 4] ⋅ [7, 3, 3, 6, 3]",156,63,12
723,"[8, 7, 7, 8, 6] ⋅ [8, 7, 9, 7, 5]",262,64,30
724,"[7, 2, 7, 5, 5] ⋅ [4, 6, 2, 6, 7]",119,28,35
725,"[8, 7, 5, 6, 5] ⋅ [3, 4, 7, 3, 5]",130,24,25
726,"[3, 6, 7, 4, 3] ⋅ [7, 3, 5, 3, 8]",110,21,24
727,"[9, 3, 7, 6, 6] ⋅ [8, 8, 6, 8, 9]",240,72,54
728,"[9, 4, 6, 3, 5] ⋅ [4, 2, 2, 3, 7]",100,36,35
729,"[5, 9, 4, 8, 8] ⋅ [3, 2, 4, 6, 8]",161,15,64
730,"[7, 2, 6, 2, 2] ⋅ [6, 6, 5, 9, 7]",116,42,14
731,"[2, 7, 2, 6, 4] ⋅ [9, 2, 3, 3, 7]",84,18,28
732,"[7, 2, 9, 7, 7] ⋅ [4, 3, 4, 4, 8]",154,28,56
733,"[2, 4, 6, 2, 4] ⋅ [9, 6, 3, 9, 2]",86,18,8
734,"[3, 5, 8, 2, 5] ⋅ [3, 6, 4, 4, 5]",104,9,25
735,"[3, 5, 3, 8, 7] ⋅ [9, 6, 6, 5, 2]",129,27,14
736,"[4, 2, 8, 3, 6] ⋅ [4, 5, 7, 8, 3]",124,16,18
737,"[8, 6, 9, 4, 3] ⋅ [9, 7, 4, 9, 8]",210,72,24
738,"[9, 2, 7, 7, 7] ⋅ [2, 7, 6, 4, 9]",165,18,63
739,"[7, 6, 6, 9, 6] ⋅ [7, 2, 3, 4, 7]",157,49,42
740,"[6, 2, 4, 9, 8] ⋅ [6, 2, 8, 5, 6]",165,36,48
741,"[9, 4, 4, 3, 2] ⋅ [3, 9, 2, 3, 5]",90,27,10
742,"[5, 3, 9, 7, 9] ⋅ [9, 4, 9, 2, 3]",179,45,27
743,"[7, 9, 4, 8, 4] ⋅ [4, 5, 3, 9, 4]",173,28,16
744,"[3, 2, 3, 2, 3] ⋅ [2, 2, 3, 9, 4]",49,6,12
745,"[8, 5, 4, 5, 6] ⋅ [9, 2, 6, 4, 9]",180,72,54
746,"[5, 6, 4, 5, 4] ⋅ [7, 9, 4, 7, 3]",152,35,12
747,"[9, 4, 9, 4, 7] ⋅ [9, 7, 6, 4, 4]",207,81,28
748,"[7, 2, 8, 7, 7] ⋅ [9, 3, 5, 9, 2]",186,63,14
749,"[7, 8, 9, 3, 8] ⋅ [8, 7, 5, 9, 2]",200,56,16
750,"[3, 9, 8, 5, 7] ⋅ [7, 2, 9, 6, 9]",204,21,63
751,"[8, 8, 3, 4, 3] ⋅ [7, 4, 8, 4, 6]",146,56,18
752,"[3, 3, 9, 9, 8] ⋅ [9, 4, 2, 9, 8]",202,27,64
753,"[7, 4, 2, 4, 8] ⋅ [3, 5, 3, 9, 9]",155,21,72
754,"[6, 8, 9, 2, 5] ⋅ [5, 7, 8, 4, 8]",206,30,40
755,"[4, 9, 3, 8, 2] ⋅ [3, 4, 2, 9, 9]",144,12,18
756,"[5, 4, 2, 6, 6] ⋅ [3, 3, 2, 9, 8]",133,15,48
757,"[9, 4, 7, 3, 7] ⋅ [8, 6, 9, 5, 7]",223,72,49
758,"[8, 4, 2, 6, 4] ⋅ [9, 2, 6, 9, 7]",174,72,28
759,"[9, 8, 9, 6, 4] ⋅ [6, 2, 8, 5, 9]",208,54,36
760,"[8, 2, 7, 9, 2] ⋅ [9, 4, 6, 2, 8]",156,72,16
761,"[3, 6, 9, 8, 2] ⋅ [8, 9, 2, 5, 6]",148,24,12
762,"[7, 6, 6, 5, 8] ⋅ [6, 6, 4, 4, 4]",154,42,32
763,"[8, 7, 2, 3, 7] ⋅ [8, 8, 2, 6, 4]",170,64,28
764,"[6, 8, 8, 5, 2] ⋅ [2, 3, 3, 3, 8]",91,12,16
765,"[7, 6, 2, 4, 6] ⋅ [3, 5, 2, 4, 8]",119,21,48
766,"[9, 4, 5, 8, 9] ⋅ [9, 2, 2, 6, 2]",165,81,18
767,"[2, 6, 3, 4, 8] ⋅ [8, 9, 4, 2, 3]",114,16,24
768,"[6, 9, 2, 9, 5] ⋅ [9, 2, 7, 5, 2]",141,54,10
769,"[5, 5, 5, 8, 6] ⋅ [3, 5, 2, 3, 4]",98,15,24
770,"[8, 9, 5, 2, 8] ⋅ [5, 3, 6, 8, 3]",137,40,24
771,"[9, 6, 5, 6, 7] ⋅ [9, 6, 4, 7, 5]",214,81,35
772,"[5, 4, 5, 9, 6] ⋅ [2, 9, 6, 4, 4]",136,10,24
773,"[6, 9, 8, 4, 6] ⋅ [4, 2, 4, 8, 4]",130,24,24
774,"[2, 7, 7, 6, 5] ⋅ [9, 2, 7, 4, 9]",150,18,45
775,"[7, 5, 3, 4, 9] ⋅ [7, 6, 4, 2, 4]",135,49,36
776,"[4, 9, 6, 9, 5] ⋅ [8, 4, 5, 8, 3]",185,32,15
777,"[3, 8, 6, 3, 2] ⋅ [8, 2, 6, 2, 9]",100,24,18
778,"[3, 4, 5, 7, 7] ⋅ [8, 7, 9, 2, 4]",139,24,28
779,"[7, 5, 7, 7, 9] ⋅ [5, 4, 2, 3, 9]",171,35,81
780,"[3, 6, 6, 4, 4] ⋅ [5, 5, 7, 8, 7]",147,15,28
781,"[6, 7, 9, 6, 4] ⋅ [5, 9, 3, 6, 5]",176,30,20
782,"[6, 6, 7, 7, 9] ⋅ [4, 8, 6, 5, 9]",230,24,81
783,"[9, 4, 6, 5, 5] ⋅ [2, 3, 4, 8, 7]",129,18,35
784,"[9, 5, 4, 6, 5] ⋅ [4, 5, 8, 9, 6]",177,36,30
785,"[7, 4, 4, 4, 9] ⋅ [3, 6, 2, 9, 5]",134,21,45
786,"[6, 7, 7, 2, 7] ⋅ [5, 3, 9, 3, 9]",183,30,63
787,"[8, 6, 7, 2, 9] ⋅ [7, 7, 8, 2, 9]",239,56,81
788,"[5, 4, 2, 5, 8] ⋅ [4, 9, 5, 7, 4]",133,20,32
789,"[7, 5, 8, 3, 4] ⋅ [2, 5, 9, 9, 4]",154,14,16
790,"[7, 8, 7, 6, 2] ⋅ [8, 3, 4, 7, 9]",168,56,18
791,"[3, 8, 2, 7, 2] ⋅ [7, 4, 8, 7, 9]",136,21,18
792,"[9, 4, 3, 9, 3] ⋅ [8, 5, 9, 4, 7]",176,72,21
793,"[7, 6, 9, 6, 5] ⋅ [6, 3, 9, 7, 3]",198,42,15
794,"[2, 7, 2, 3, 4] ⋅ [6, 5, 3, 5, 6]",92,12,24
795,"[8, 9, 3, 8, 4] ⋅ [5, 6, 7, 5, 4]",171,40,16
796,"[5, 9, 2, 6, 8] ⋅ [5, 9, 2, 5, 6]",188,25,48
797,"[3, 7, 5, 5, 9] ⋅ [7, 6, 7, 4, 8]",190,21,72
798,"[2, 7, 6, 9, 6] ⋅ [9, 7, 5, 9, 9]",232,18,54
799,"[3, 8, 4, 5, 9] ⋅ [9, 2, 7, 7, 7]",169,27,63
800,"[2, 8, 9, 2, 7] ⋅ [6, 5, 7, 8, 6]",173,12,42
801,"[6, 8, 4, 2, 6] ⋅ [3, 3, 2, 5, 8]",108,18,48
802,"[7, 9, 2, 2, 9] ⋅ [7, 9, 8, 9, 7]",227,49,63
803,"[6, 6, 8, 3, 4] ⋅ [2, 5, 3, 4, 5]",98,12,20
804,"[2, 6, 5, 2, 3] ⋅ [8, 2, 3, 8, 5]",74,16,15
805,"[2, 7, 5, 6, 9] ⋅ [5, 7, 4, 6, 8]",187,10,72
806,"[3, 5, 4, 8, 5] ⋅ [6, 3, 7, 8, 9]",170,18,45
807,"[4, 4, 4, 6, 7] ⋅ [4, 2, 6, 7, 5]",125,16,35
808,"[7, 5, 3, 3, 2] ⋅ [5, 2, 4, 6, 8]",91,35,16
809,"[4, 9, 6, 5, 6] ⋅ [6, 6, 9, 3, 8]",195,24,48
810,"[5, 9, 8, 8, 7] ⋅ [3, 2, 3, 5, 8]",153,15,56
811,"[5, 6, 6, 9, 8] ⋅ [4, 6, 2, 6, 9]",194,20,72
812,"[8, 2, 8, 5, 6] ⋅ [4, 9, 5, 5, 8]",163,32,48
813,"[4, 3, 3, 9, 6] ⋅ [5, 6, 5, 3, 4]",104,20,24
814,"[2, 4, 2, 4, 4] ⋅ [6, 2, 8, 6, 8]",92,12,32
815,"[2, 8, 2, 8, 3] ⋅ [5, 7, 4, 2, 2]",96,10,6
816,"[2, 8, 8, 4, 3] ⋅ [5, 8, 9, 7, 5]",189,10,15
817,"[2, 9, 5, 6, 8] ⋅ [8, 9, 4, 5, 3]",171,16,24
818,"[9, 2, 4, 3, 3] ⋅ [8, 8, 6, 4, 5]",139,72,15
819,"[6, 2, 3, 6, 9] ⋅ [9, 8, 3, 8, 4]",163,54,36
820,"[4, 4, 8, 9, 4] ⋅ [7, 3, 8, 7, 3]",179,28,12
821,"[5, 6, 5, 4, 3] ⋅ [3, 4, 6, 6, 3]",102,15,9
822,"[7, 8, 7, 8, 2] ⋅ [8, 7, 5, 2, 5]",173,56,10
823,"[8, 9, 3, 7, 5] ⋅ [8, 5, 7, 9, 8]",233,64,40
824,"[9, 4, 3, 2, 5] ⋅ [2, 3, 9, 3, 8]",103,18,40
825,"[5, 7, 7, 3, 2] ⋅ [2, 5, 8, 9, 3]",134,10,6
826,"[8, 8, 3, 4, 8] ⋅ [3, 7, 7, 7, 8]",193,24,64
827,"[7, 6, 3, 9, 5] ⋅ [9, 4, 9, 5, 7]",194,63,35
828,"[5, 7, 2, 2, 9] ⋅ [4, 2, 6, 6, 7]",121,20,63
829,"[3, 2, 5, 7, 5] ⋅ [6, 3, 2, 8, 3]",105,18,15
830,"[8, 5, 2, 7, 8] ⋅ [8, 4, 7, 8, 5]",194,64,40
831,"[6, 4, 3, 7, 8] ⋅ [4, 6, 6, 4, 4]",126,24,32
832,"[8, 8, 4, 2, 8] ⋅ [5, 2, 6, 3, 7]",142,40,56
833,"[8, 9, 5, 4, 3] ⋅ [8, 5, 4, 9, 5]",180,64,15
834,"[5, 2, 5, 9, 8] ⋅ [7, 3, 5, 7, 6]",177,35,48
835,"[4, 3, 4, 4, 9] ⋅ [7, 6, 5, 5, 4]",122,28,36
836,"[8, 2, 6, 9, 9] ⋅ [8, 8, 6, 9, 9]",278,64,81
837,"[3, 6, 3, 3, 9] ⋅ [5, 3, 8, 5, 4]",108,15,36
838,"[2, 8, 6, 4, 7] ⋅ [9, 6, 7, 9, 8]",200,18,56
839,"[2, 7, 2, 2, 8] ⋅ [9, 5, 6, 7, 2]",95,18,16
840,"[4, 5, 4, 7, 9] ⋅ [5, 9, 2, 8, 9]",210,20,81
841,"[4, 4, 2, 4, 7] ⋅ [7, 3, 4, 3, 8]",116,28,56
842,"[3, 2, 9, 3, 2] ⋅ [6, 7, 4, 6, 7]",100,18,14
843,"[8, 9, 2, 3, 6] ⋅ [5, 9, 5, 2, 7]",179,40,42
844,"[6, 8, 7, 5, 2] ⋅ [4, 4, 4, 5, 9]",127,24,18
845,"[2, 4, 6, 3, 4] ⋅ [6, 7, 2, 7, 5]",93,12,20
846,"[7, 7, 8, 9, 5] ⋅ [9, 8, 4, 2, 7]",204,63,35
847,"[6, 9, 3, 3, 6] ⋅ [4, 7, 7, 8, 9]",186,24,54
848,"[9, 6, 6, 2, 9] ⋅ [4, 3, 8, 9, 7]",183,36,63
849,"[9, 8, 5, 8, 8] ⋅ [5, 6, 8, 3, 8]",221,45,64
850,"[5, 2, 4, 7, 3] ⋅ [5, 2, 8, 2, 9]",102,25,27
851,"[2, 5, 6, 7, 8] ⋅ [8, 7, 4, 4, 2]",119,16,16
852,"[8, 5, 8, 8, 9] ⋅ [3, 5, 7, 2, 6]",175,24,54
853,"[5, 2, 6, 2, 2] ⋅ [6, 7, 7, 7, 7]",114,30,14
854,"[2, 6, 6, 7, 4] ⋅ [8, 5, 6, 7, 4]",147,16,16
855,"[6, 3, 8, 7, 3] ⋅ [5, 7, 6, 6, 7]",162,30,21
856,"[3, 7, 7, 9, 7] ⋅ [4, 2, 8, 4, 4]",146,12,28
857,"[4, 3, 6, 7, 3] ⋅ [6, 5, 7, 7, 6]",148,24,18
858,"[5, 3, 4, 5, 6] ⋅ [3, 5, 7, 4, 7]",120,15,42
859,"[8, 4, 8, 9, 9] ⋅ [9, 8, 9, 9, 3]",284,72,27
860,"[8, 8, 3, 3, 9] ⋅ [4, 2, 5, 4, 7]",138,32,63
861,"[3, 8, 4, 3, 6] ⋅ [9, 9, 4, 3, 2]",136,27,12
862,"[8, 7, 6, 2, 3] ⋅ [4, 4, 5, 7, 4]",116,32,12
863,"[7, 9, 2, 3, 4] ⋅ [6, 2, 9, 8, 9]",138,42,36
864,"[2, 9, 2, 8, 9] ⋅ [9, 5, 2, 3, 3]",118,18,27
865,"[9, 7, 9, 6, 6] ⋅ [2, 5, 9, 6, 9]",224,18,54
866,"[3, 9, 2, 9, 2] ⋅ [2, 4, 7, 8, 5]",138,6,10
867,"[9, 8, 6, 5, 9] ⋅ [8, 7, 8, 9, 2]",239,72,18
868,"[5, 4, 3, 8, 5] ⋅ [5, 6, 5, 9, 5]",161,25,25
869,"[2, 8, 6, 3, 7] ⋅ [7, 2, 8, 9, 8]",161,14,56
870,"[6, 3, 8, 5, 7] ⋅ [9, 8, 3, 4, 4]",150,54,28
871,"[8, 3, 7, 3, 9] ⋅ [6, 7, 5, 3, 8]",185,48,72
872,"[9, 7, 3, 2, 5] ⋅ [6, 2, 4, 2, 4]",104,54,20
873,"[7, 4, 2, 4, 2] ⋅ [9, 4, 7, 2, 4]",109,63,8
874,"[6, 3, 7, 2, 9] ⋅ [7, 4, 2, 7, 6]",136,42,54
875,"[8, 6, 9, 8, 7] ⋅ [5, 7, 6, 3, 4]",188,40,28
876,"[6, 7, 9, 8, 8] ⋅ [8, 3, 9, 6, 2]",214,48,16
877,"[7, 7, 6, 6, 4] ⋅ [6, 3, 9, 5, 2]",155,42,8
878,"[7, 5, 9, 3, 3] ⋅ [7, 7, 4, 4, 6]",150,49,18
879,"[4, 6, 7, 6, 8] ⋅ [9, 7, 7, 5, 8]",221,36,64
880,"[7, 2, 6, 7, 8] ⋅ [7, 9, 3, 8, 6]",189,49,48
881,"[8, 8, 5, 4, 4] ⋅ [8, 8, 6, 7, 8]",218,64,32
882,"[8, 5, 8, 9, 7] ⋅ [3, 4, 2, 2, 9]",141,24,63
883,"[3, 9, 8, 2, 8] ⋅ [5, 2, 3, 7, 3]",95,15,24
884,"[3, 4, 3, 7, 9] ⋅ [8, 5, 4, 2, 7]",133,24,63
885,"[8, 6, 5, 5, 4] ⋅ [4, 4, 7, 5, 9]",152,32,36
886,"[8, 2, 7, 3, 7] ⋅ [2, 6, 8, 6, 3]",123,16,21
887,"[8, 9, 3, 9, 6] ⋅ [7, 3, 8, 9, 6]",224,56,36
888,"[9, 9, 7, 9, 4] ⋅ [6, 9, 9, 3, 5]",245,54,20
889,"[5, 8, 7, 6, 9] ⋅ [7, 4, 9, 4, 3]",181,35,27
890,"[8, 8, 2, 2, 9] ⋅ [3, 5, 4, 4, 4]",116,24,36
891,"[2, 2, 6, 6, 9] ⋅ [5, 3, 3, 2, 9]",127,10,81
892,"[5, 9, 4, 6, 2] ⋅ [9, 7, 4, 5, 8]",170,45,16
893,"[3, 4, 8, 4, 4] ⋅ [9, 7, 8, 4, 7]",163,27,28
894,"[4, 8, 2, 7, 8] ⋅ [4, 7, 9, 7, 2]",155,16,16
895,"[8, 6, 5, 5, 8] ⋅ [7, 8, 5, 6, 9]",231,56,72
896,"[7, 4, 3, 7, 6] ⋅ [2, 4, 4, 6, 3]",102,14,18
897,"[4, 6, 8, 9, 7] ⋅ [8, 9, 2, 9, 7]",232,32,49
898,"[8, 8, 5, 2, 3] ⋅ [7, 2, 5, 2, 7]",122,56,21
899,"[2, 8, 6, 3, 2] ⋅ [9, 4, 6, 9, 6]",125,18,12
900,"[3, 3, 7, 4, 4] ⋅ [7, 2, 8, 9, 6]",143,21,24
901,"[7, 2, 7, 2, 8] ⋅ [5, 6, 7, 4, 7]",160,35,56
902,"[4, 4, 2, 5, 5] ⋅ [8, 7, 6, 5, 8]",137,32,40
903,"[9, 6, 2, 9, 2] ⋅ [9, 7, 8, 5, 9]",202,81,18
904,"[5, 7, 5, 7, 8] ⋅ [6, 2, 8, 9, 2]",163,30,16
905,"[9, 2, 6, 7, 6] ⋅ [5, 6, 9, 2, 8]",173,45,48
906,"[7, 7, 4, 7, 9] ⋅ [2, 3, 6, 5, 2]",112,14,18
907,"[2, 6, 2, 9, 9] ⋅ [9, 2, 8, 4, 9]",163,18,81
908,"[9, 2, 6, 4, 8] ⋅ [7, 5, 8, 9, 8]",221,63,64
909,"[6, 2, 4, 6, 7] ⋅ [2, 7, 3, 6, 3]",95,12,21
910,"[7, 4, 2, 8, 6] ⋅ [2, 9, 6, 4, 3]",112,14,18
911,"[5, 2, 7, 3, 7] ⋅ [6, 2, 3, 4, 8]",123,30,56
912,"[8, 6, 9, 9, 9] ⋅ [6, 3, 5, 8, 5]",228,48,45
913,"[5, 6, 5, 6, 4] ⋅ [2, 3, 2, 7, 8]",112,10,32
914,"[7, 6, 2, 6, 4] ⋅ [8, 7, 5, 5, 4]",154,56,16
915,"[4, 6, 3, 3, 8] ⋅ [5, 6, 9, 2, 4]",121,20,32
916,"[6, 4, 8, 3, 9] ⋅ [3, 4, 3, 4, 3]",97,18,27
917,"[6, 5, 8, 9, 8] ⋅ [5, 8, 7, 7, 5]",229,30,40
918,"[2, 2, 6, 5, 9] ⋅ [9, 6, 8, 5, 9]",184,18,81
919,"[5, 3, 2, 8, 2] ⋅ [9, 6, 6, 2, 9]",109,45,18
920,"[5, 8, 3, 2, 2] ⋅ [6, 7, 6, 2, 8]",124,30,16
921,"[6, 6, 3, 9, 3] ⋅ [7, 7, 3, 4, 6]",147,42,18
922,"[9, 3, 3, 9, 4] ⋅ [8, 8, 6, 4, 9]",186,72,36
923,"[4, 4, 2, 8, 5] ⋅ [9, 6, 5, 4, 8]",142,36,40
924,"[9, 3, 3, 3, 9] ⋅ [8, 6, 3, 4, 2]",129,72,18
925,"[6, 7, 5, 8, 8] ⋅ [5, 8, 5, 6, 4]",191,30,32
926,"[8, 5, 7, 8, 6] ⋅ [3, 5, 2, 5, 8]",151,24,48
927,"[6, 7, 6, 3, 6] ⋅ [6, 7, 9, 5, 8]",202,36,48
928,"[6, 7, 4, 8, 3] ⋅ [6, 4, 5, 8, 6]",166,36,18
929,"[9, 9, 3, 5, 2] ⋅ [6, 6, 4, 2, 4]",138,54,8
